"Name","Activity type","Description"
"1","216","47.689283","13.077015","837.0","83.0","10","0.15","2016-09-16T13:40:47.000Z","","",""
"1","217","47.689281","13.077013","836.0","","10","0","2016-09-16T13:40:50.000Z","","",""
"1","218","47.689281","13.077004","836.0","218.0","10","0.41","2016-09-16T13:40:51.000Z","","",""
"1","219","47.689213","13.077","844.0","164.0","4","0.39","2016-09-16T13:41:35.000Z","","",""
"1","220","47.689213","13.077011","844.0","139.0","5","0.17","2016-09-16T13:41:36.000Z","","",""
"1","221","47.689221","13.077016","845.0","28.0","5","0.24","2016-09-16T13:41:37.000Z","","",""
"1","222","47.689187","13.077124","853.0","174.0","4","0.24","2016-09-16T13:43:07.000Z","","",""
"1","223","47.689182","13.077141","853.0","146.0","4","1.05","2016-09-16T13:43:08.000Z","","",""
"1","224","47.689105","13.077209","857.0","172.0","10","0.74","2016-09-16T13:43:17.000Z","","",""
"1","225","47.689103","13.077212","856.0","172.0","10","0.41","2016-09-16T13:43:18.000Z","","",""
"1","226","47.689052","13.077314","856.0","194.0","11","0.76","2016-09-16T13:43:34.000Z","","",""
"1","227","47.689049","13.077333","857.0","171.0","11","0.42","2016-09-16T13:43:35.000Z","","",""
"1","228","47.688979","13.077389","866.0","138.0","6","0.33","2016-09-16T13:43:55.000Z","","",""
"1","229","47.68898","13.077377","866.0","171.0","5","0.19","2016-09-16T13:43:56.000Z","","",""
"1","230","47.688983","13.077384","867.0","88.0","5","0.32","2016-09-16T13:43:57.000Z","","",""
"1","231","47.688907","13.077456","872.0","105.0","6","0.98","2016-09-16T13:44:18.000Z","","",""
"1","232","47.688904","13.077473","872.0","105.0","5","0.7","2016-09-16T13:44:19.000Z","","",""
"1","233","47.688878","13.077599","874.0","146.0","4","0.38","2016-09-16T13:44:30.000Z","","",""
"1","234","47.688884","13.077605","874.0","146.0","4","0.66","2016-09-16T13:44:31.000Z","","",""
"1","235","47.688897","13.077609","875.0","146.0","3.9","0.79","2016-09-16T13:44:33.000Z","","",""
"1","236","47.688893","13.077601","875.0","146.0","4","0.18","2016-09-16T13:44:34.000Z","","",""
"1","237","47.688885","13.077604","876.0","146.0","4","0.53","2016-09-16T13:44:35.000Z","","",""
"1","238","47.688908","13.077732","881.0","95.0","3.9","0.42","2016-09-16T13:45:04.000Z","","",""
"1","239","47.688912","13.077743","882.0","95.0","3.9","0.47","2016-09-16T13:45:05.000Z","","",""
"1","240","47.688917","13.077748","882.0","","3.9","0","2016-09-16T13:45:10.000Z","","",""
"1","241","47.688917","13.077752","882.0","95.0","3.9","0.15","2016-09-16T13:45:11.000Z","","",""
"1","242","47.688912","13.077754","882.0","95.0","3.9","0.22","2016-09-16T13:45:12.000Z","","",""
"1","243","47.688909","13.077752","883.0","95.0","3.9","0.53","2016-09-16T13:45:13.000Z","","",""
"1","244","47.688883","13.077794","883.0","139.0","3.9","0.24","2016-09-16T13:45:24.000Z","","",""
"1","245","47.688877","13.077794","883.0","139.0","3.9","0.17","2016-09-16T13:45:25.000Z","","",""
"1","246","47.688872","13.077798","883.0","","3.9","0","2016-09-16T13:45:28.000Z","","",""
"1","247","47.688884","13.077797","883.0","353.0","3.9","0.8","2016-09-16T13:45:29.000Z","","",""
"1","248","47.6889","13.077763","886.0","310.0","4","0.37","2016-09-16T13:45:51.000Z","","",""
"1","249","47.688892","13.077756","886.0","310.0","3.9","0.17","2016-09-16T13:45:52.000Z","","",""
"1","250","47.688892","13.077756","888.0","","3.9","0","2016-09-16T13:48:03.000Z","","",""
"1","251","47.688895","13.077763","888.0","310.0","4","0.23","2016-09-16T13:48:04.000Z","","",""
"1","252","47.688897","13.077765","889.0","","4","0","2016-09-16T13:49:01.000Z","","",""
"1","253","47.6889","13.077774","890.0","68.0","4","0.19","2016-09-16T13:49:02.000Z","","",""
"1","254","47.688904","13.077762","885.0","","3.9","0","2016-09-16T13:49:51.000Z","","",""
"1","255","47.688895","13.077764","884.0","182.0","3.9","0.24","2016-09-16T13:49:52.000Z","","",""
"1","256","47.688882","13.077788","886.0","","3.9","0","2016-09-16T13:50:06.000Z","","",""
"1","257","47.688884","13.077783","885.0","138.0","3.9","0.2","2016-09-16T13:50:07.000Z","","",""
"1","258","47.688882","13.077774","885.0","275.0","3.9","0.6","2016-09-16T13:50:08.000Z","","",""
"1","259","47.68889","13.077757","884.0","","3.9","0","2016-09-16T13:50:10.000Z","","",""
"1","260","47.68889","13.077752","884.0","275.0","3.9","0.19","2016-09-16T13:50:11.000Z","","",""
"1","261","47.688884","13.077765","886.0","","3.9","0","2016-09-16T13:50:59.000Z","","",""
"1","262","47.688891","13.077758","886.0","275.0","3.9","0.29","2016-09-16T13:51:00.000Z","","",""
"1","263","47.688902","13.077761","881.0","","9","0","2016-09-16T13:51:23.000Z","","",""
"1","264","47.688905","13.077762","881.0","275.0","9","0.18","2016-09-16T13:51:24.000Z","","",""
"1","265","47.688909","13.077747","885.0","","3.9","0","2016-09-16T13:51:35.000Z","","",""
"1","266","47.688908","13.077742","884.0","275.0","3.9","0.42","2016-09-16T13:51:36.000Z","","",""
"1","267","47.688906","13.07774","883.0","275.0","3.9","0.25","2016-09-16T13:51:37.000Z","","",""
"1","268","47.688905","13.077746","883.0","275.0","3.9","0.2","2016-09-16T13:51:38.000Z","","",""
"1","269","47.688906","13.077747","883.0","275.0","3.9","0.31","2016-09-16T13:51:39.000Z","","",""
"1","270","47.68892","13.077788","884.0","","3.9","0","2016-09-16T13:52:58.000Z","","",""
"1","271","47.688924","13.077787","884.0","263.0","3.9","0.19","2016-09-16T13:52:59.000Z","","",""
"1","272","47.688934","13.077784","884.0","263.0","3.9","0.44","2016-09-16T13:53:00.000Z","","",""
"1","273","47.68893","13.07775","884.0","219.0","3.9","0.49","2016-09-16T13:53:06.000Z","","",""
"1","274","47.688932","13.077751","884.0","219.0","3.9","0.22","2016-09-16T13:53:07.000Z","","",""
"1","275","47.688923","13.077748","884.0","","3.9","0","2016-09-16T13:53:18.000Z","","",""
"1","276","47.688932","13.077743","884.0","219.0","3.9","0.6","2016-09-16T13:53:19.000Z","","",""
"1","277","47.688958","13.077664","885.0","","3.9","0","2016-09-16T13:53:34.000Z","","",""
"1","278","47.688959","13.077663","885.0","219.0","4","0.16","2016-09-16T13:53:35.000Z","","",""
"1","279","47.688952","13.077668","886.0","","3.9","0","2016-09-16T13:53:36.000Z","","",""
"1","280","47.688955","13.07766","885.0","219.0","3.9","0.25","2016-09-16T13:53:37.000Z","","",""
"1","281","47.688914","13.077625","878.0","","3.9","0","2016-09-16T13:54:10.000Z","","",""
"1","282","47.68891","13.077626","877.0","219.0","3.9","0.18","2016-09-16T13:54:11.000Z","","",""
"1","283","47.688901","13.077615","876.0","","3.9","0","2016-09-16T13:54:16.000Z","","",""
"1","284","47.688898","13.077622","876.0","219.0","3.9","0.36","2016-09-16T13:54:17.000Z","","",""
"1","285","47.688919","13.077497","876.0","268.0","4","0.5","2016-09-16T13:54:43.000Z","","",""
"1","286","47.688923","13.077488","875.0","330.0","4","0.76","2016-09-16T13:54:44.000Z","","",""
"1","287","47.688962","13.077406","873.0","","5","0","2016-09-16T13:54:51.000Z","","",""
"1","288","47.688962","13.077408","873.0","310.0","5","0.18","2016-09-16T13:54:52.000Z","","",""
"1","289","47.688976","13.077432","872.0","43.0","5","1.21","2016-09-16T13:54:53.000Z","","",""
"1","290","47.689031","13.077446","868.0","","10","0","2016-09-16T13:55:35.000Z","","",""
"1","291","47.689031","13.077448","868.0","157.0","10","0.16","2016-09-16T13:55:36.000Z","","",""
"1","292","47.689025","13.077427","868.0","","10","0","2016-09-16T13:55:39.000Z","","",""
"1","293","47.689012","13.077409","868.0","224.0","3.9","0.33","2016-09-16T13:55:40.000Z","","",""
"1","294","47.689071","13.077361","863.0","","6","0","2016-09-16T13:56:26.000Z","","",""
"1","295","47.689066","13.077358","862.0","231.0","6","0.16","2016-09-16T13:56:27.000Z","","",""
"1","296","47.689069","13.077346","862.0","274.0","6","0.17","2016-09-16T13:56:31.000Z","","",""
"1","297","47.689062","13.077335","862.0","199.0","6","0.61","2016-09-16T13:56:32.000Z","","",""
"1","298","47.689097","13.077253","858.0","","9","0","2016-09-16T13:56:59.000Z","","",""
"1","299","47.689099","13.077254","858.0","63.0","9","0.15","2016-09-16T13:57:00.000Z","","",""
"1","300","47.689098","13.077279","856.0","","3.9","0","2016-09-16T13:57:16.000Z","","",""
"1","301","47.689105","13.077263","856.0","318.0","3.9","0.84","2016-09-16T13:57:17.000Z","","",""
"1","302","47.689114","13.077207","857.0","","3.9","0","2016-09-16T13:57:23.000Z","","",""
"1","303","47.689118","13.077205","857.0","269.0","3.9","0.16","2016-09-16T13:57:24.000Z","","",""
"1","304","47.689119","13.077204","856.0","","3.9","0","2016-09-16T13:57:25.000Z","","",""
"1","305","47.689121","13.077208","856.0","35.0","4","0.26","2016-09-16T13:57:26.000Z","","",""
"1","306","47.689108","13.077209","856.0","67.0","3.9","0.17","2016-09-16T13:57:27.000Z","","",""
"1","307","47.689115","13.077204","856.0","342.0","3.9","0.51","2016-09-16T13:57:28.000Z","","",""
"1","308","47.689129","13.077183","852.0","311.0","3.9","0.65","2016-09-16T13:57:35.000Z","","",""
"1","309","47.689129","13.077176","851.0","359.0","3.9","0.21","2016-09-16T13:57:36.000Z","","",""
"1","310","47.689137","13.077177","851.0","0.0","3.9","0.48","2016-09-16T13:57:37.000Z","","",""
"1","311","47.689185","13.077143","849.0","","3.9","0","2016-09-16T13:57:58.000Z","","",""
"1","312","47.689188","13.077141","849.0","300.0","3.9","0.15","2016-09-16T13:57:59.000Z","","",""
"1","313","47.689188","13.077133","850.0","251.0","3.9","0.52","2016-09-16T13:58:00.000Z","","",""
"1","314","47.689188","13.077141","848.0","","3.9","0","2016-09-16T13:58:06.000Z","","",""
"1","315","47.689189","13.077147","847.0","86.0","3.9","0.22","2016-09-16T13:58:07.000Z","","",""
"1","316","47.689178","13.077137","846.0","","3.9","0","2016-09-16T13:58:08.000Z","","",""
"1","317","47.689176","13.077129","846.0","248.0","3.9","0.36","2016-09-16T13:58:09.000Z","","",""
"1","318","47.689174","13.077119","845.0","248.0","3.9","0.19","2016-09-16T13:58:10.000Z","","",""
"1","319","47.689171","13.077115","844.0","240.0","3.9","0.31","2016-09-16T13:58:11.000Z","","",""
"1","320","47.68916","13.077113","844.0","227.0","3.9","0.35","2016-09-16T13:58:14.000Z","","",""
"1","321","47.689159","13.077115","843.0","125.0","3.9","0.19","2016-09-16T13:58:15.000Z","","",""
"1","322","47.68916","13.077097","844.0","245.0","4","0.41","2016-09-16T13:58:16.000Z","","",""
"1","323","47.689184","13.077077","839.0","","6","0","2016-09-16T13:58:37.000Z","","",""
"1","324","47.689187","13.077073","839.0","358.0","6","0.22","2016-09-16T13:58:38.000Z","","",""
"1","325","47.689197","13.077072","839.0","","5","0","2016-09-16T13:58:40.000Z","","",""
"1","326","47.689207","13.077087","839.0","355.0","5","0.43","2016-09-16T13:58:41.000Z","","",""
"1","327","47.689208","13.077097","839.0","339.0","5","0.21","2016-09-16T13:58:42.000Z","","",""
"1","328","47.689215","13.077086","840.0","346.0","5","0.63","2016-09-16T13:58:43.000Z","","",""
"1","329","47.689218","13.077041","837.0","12.0","4","0.37","2016-09-16T13:59:11.000Z","","",""
"1","330","47.689221","13.077043","837.0","10.0","4","0.17","2016-09-16T13:59:12.000Z","","",""
"1","331","47.689224","13.077035","838.0","","4","0","2016-09-16T13:59:14.000Z","","",""
"1","332","47.68923","13.077036","837.0","23.0","4","0.23","2016-09-16T13:59:15.000Z","","",""
"1","333","47.68928","13.076994","834.0","45.0","3.9","0.3","2016-09-16T13:59:40.000Z","","",""
"1","334","47.689281","13.076998","835.0","45.0","3.9","0.19","2016-09-16T13:59:41.000Z","","",""
"1","335","47.689283","13.077006","834.0","48.0","3.9","0.21","2016-09-16T13:59:42.000Z","","",""
"1","336","47.689282","13.077014","834.0","132.0","3.9","0.52","2016-09-16T13:59:43.000Z","","",""
"1","337","47.689314","13.076989","823.0","","4","0","2016-09-16T14:00:38.000Z","","",""
"1","338","47.689317","13.076981","823.0","171.0","4","0.19","2016-09-16T14:00:39.000Z","","",""
"1","339","47.689315","13.07697","833.0","","3.9","0","2016-09-16T14:00:48.000Z","","",""
"1","340","47.689307","13.076961","831.0","202.0","3.9","0.65","2016-09-16T14:00:49.000Z","","",""
"1","341","47.689293","13.076836","819.0","","4","0","2016-09-16T14:01:17.000Z","","",""
"1","342","47.689282","13.076822","819.0","213.0","4","0.51","2016-09-16T14:01:18.000Z","","",""
"1","343","47.689257","13.076707","812.0","261.0","4","0.62","2016-09-16T14:02:08.000Z","","",""
"1","344","47.689259","13.076684","810.0","276.0","5","0.95","2016-09-16T14:02:09.000Z","","",""
"1","345","47.689188","13.076624","805.0","265.0","11","0.64","2016-09-16T14:02:36.000Z","","",""
"1","346","47.689193","13.076651","804.0","325.0","12","0.19","2016-09-16T14:02:37.000Z","","",""
"1","347","47.689192","13.076644","804.0","290.0","13","0.22","2016-09-16T14:02:38.000Z","","",""
"1","348","47.689192","13.076699","803.0","85.0","14","0.57","2016-09-16T14:02:39.000Z","","",""
"1","349","47.689106","13.076691","802.0","","11","0","2016-09-16T14:02:53.000Z","","",""
"1","350","47.689102","13.076682","802.0","","11","0","2016-09-16T14:02:54.000Z","","",""
"1","351","47.689124","13.076636","801.0","335.0","11","0.62","2016-09-16T14:03:19.000Z","","",""
"1","352","47.689116","13.076637","801.0","175.0","11","0.15","2016-09-16T14:03:20.000Z","","",""
"1","353","47.689127","13.076643","798.0","195.0","11","0.77","2016-09-16T14:03:21.000Z","","",""
"1","354","47.689146","13.076542","794.0","299.0","11","0.43","2016-09-16T14:03:26.000Z","","",""
"1","355","47.689143","13.076499","793.0","283.0","11","0.92","2016-09-16T14:03:27.000Z","","",""
"1","356","47.689159","13.076497","793.0","28.0","11","0.41","2016-09-16T14:03:29.000Z","","",""
"1","357","47.689154","13.076498","793.0","225.0","11","0.21","2016-09-16T14:03:30.000Z","","",""
"1","358","47.689155","13.076504","794.0","","11","0","2016-09-16T14:03:31.000Z","","",""
"1","359","47.689163","13.076501","794.0","353.0","11","0.71","2016-09-16T14:03:32.000Z","","",""
"1","360","47.689222","13.076407","790.0","240.0","10","0.5","2016-09-16T14:03:45.000Z","","",""
"1","361","47.689221","13.076378","790.0","256.0","10","0.71","2016-09-16T14:03:46.000Z","","",""
"1","362","47.68919","13.076263","791.0","179.0","10","0.66","2016-09-16T14:04:00.000Z","","",""
"1","363","47.689182","13.076249","792.0","195.0","10","0.47","2016-09-16T14:04:01.000Z","","",""
"1","364","47.689107","13.076232","795.0","176.0","11","0.95","2016-09-16T14:04:07.000Z","","",""
"1","365","47.68909","13.076231","795.0","184.0","11","1.25","2016-09-16T14:04:08.000Z","","",""
"1","366","47.689039","13.076145","803.0","217.0","11","0.63","2016-09-16T14:04:17.000Z","","",""
"1","367","47.689015","13.076121","801.0","204.0","11","0.92","2016-09-16T14:04:18.000Z","","",""
"1","368","47.688939","13.076077","807.0","190.0","10","0.34","2016-09-16T14:04:30.000Z","","",""
"1","369","47.688924","13.076074","808.0","202.0","10","0.55","2016-09-16T14:04:31.000Z","","",""
"1","370","47.688851","13.076077","809.0","173.0","11","0.91","2016-09-16T14:04:37.000Z","","",""
"1","371","47.688824","13.076084","810.0","170.0","12","1.28","2016-09-16T14:04:38.000Z","","",""
"1","372","47.688807","13.076162","812.0","124.0","13","1.49","2016-09-16T14:04:41.000Z","","",""
"1","373","47.688831","13.076146","812.0","107.0","12","0.19","2016-09-16T14:04:42.000Z","","",""
"1","374","47.688778","13.076118","811.0","208.0","11","0.65","2016-09-16T14:04:43.000Z","","",""
"1","375","47.688692","13.076075","812.0","177.0","11","0.44","2016-09-16T14:04:49.000Z","","",""
"1","376","47.688677","13.076072","812.0","182.0","11","0.95","2016-09-16T14:04:50.000Z","","",""
"1","377","47.688594","13.076036","811.0","205.0","11","0.62","2016-09-16T14:04:54.000Z","","",""
"1","378","47.68858","13.076043","813.0","200.0","11","0.59","2016-09-16T14:04:55.000Z","","",""
"1","379","47.688523","13.076027","816.0","186.0","11","1.32","2016-09-16T14:05:00.000Z","","",""
"1","380","47.688487","13.07603","817.0","186.0","11","1.89","2016-09-16T14:05:01.000Z","","",""
"1","381","47.688425","13.07605","808.0","201.0","10","0.84","2016-09-16T14:05:08.000Z","","",""
"1","382","47.688391","13.07605","810.0","204.0","10","1.25","2016-09-16T14:05:09.000Z","","",""
"1","383","47.688353","13.076031","804.0","","10","0","2016-09-16T14:05:18.000Z","","",""
"1","384","47.688359","13.076029","803.0","227.0","10","0.15","2016-09-16T14:05:19.000Z","","",""
"1","385","47.688355","13.076033","804.0","223.0","10","0.43","2016-09-16T14:05:20.000Z","","",""
"1","386","47.688342","13.076023","797.0","","5","0","2016-09-16T14:05:33.000Z","","",""
"1","387","47.688344","13.076018","796.0","86.0","5","0.19","2016-09-16T14:05:34.000Z","","",""
"1","388","47.688346","13.07603","792.0","","6","0","2016-09-16T14:06:03.000Z","","",""
"1","389","47.688339","13.075918","791.0","246.0","5","1.42","2016-09-16T14:06:04.000Z","","",""
"1","390","47.688333","13.075801","787.0","263.0","7","1.32","2016-09-16T14:06:06.000Z","","",""
"1","391","47.688346","13.075757","783.0","275.0","8","1.1","2016-09-16T14:06:07.000Z","","",""
"1","392","47.688275","13.075734","781.0","197.0","8","1.12","2016-09-16T14:06:10.000Z","","",""
"1","393","47.688258","13.075721","779.0","206.0","7","0.83","2016-09-16T14:06:11.000Z","","",""
"1","394","47.6882","13.07562","773.0","172.0","5","0.81","2016-09-16T14:06:21.000Z","","",""
"1","395","47.688199","13.075614","770.0","151.0","5","0.68","2016-09-16T14:06:22.000Z","","",""
"1","396","47.688115","13.07565","770.0","140.0","4","1.28","2016-09-16T14:06:34.000Z","","",""
"1","397","47.688108","13.075656","770.0","140.0","4","0.72","2016-09-16T14:06:35.000Z","","",""
"1","398","47.688105","13.075657","769.0","140.0","4","0.53","2016-09-16T14:06:36.000Z","","",""
"1","399","47.688109","13.075656","770.0","140.0","4","0.2","2016-09-16T14:06:37.000Z","","",""
"1","400","47.68809","13.075644","770.0","140.0","4","0.22","2016-09-16T14:06:44.000Z","","",""
"1","401","47.688088","13.075638","768.0","140.0","4","0.42","2016-09-16T14:06:45.000Z","","",""
"1","402","47.688002","13.075609","766.0","142.0","4","1.16","2016-09-16T14:06:54.000Z","","",""
"1","403","47.687977","13.075626","767.0","142.0","4","1.11","2016-09-16T14:06:55.000Z","","",""
"1","404","47.68791","13.075699","767.0","140.0","5","1.1","2016-09-16T14:07:04.000Z","","",""
"1","405","47.687904","13.075705","767.0","140.0","5","0.99","2016-09-16T14:07:05.000Z","","",""
"1","406","47.687864","13.075794","767.0","124.0","4","0.92","2016-09-16T14:07:15.000Z","","",""
"1","407","47.687856","13.075821","766.0","123.0","4","1.08","2016-09-16T14:07:16.000Z","","",""
"1","408","47.687804","13.075899","762.0","117.0","4","2.2","2016-09-16T14:07:24.000Z","","",""
"1","409","47.687787","13.075914","761.0","138.0","4","2.02","2016-09-16T14:07:25.000Z","","",""
"1","410","47.687703","13.075931","757.0","146.0","3.9","3.14","2016-09-16T14:07:29.000Z","","",""
"1","411","47.687699","13.075956","757.0","145.0","3.9","2.07","2016-09-16T14:07:30.000Z","","",""
"1","412","47.68762","13.076018","756.0","145.0","4","0.57","2016-09-16T14:07:42.000Z","","",""
"1","413","47.687612","13.076016","757.0","145.0","4","0.36","2016-09-16T14:07:43.000Z","","",""
"1","414","47.687633","13.076128","759.0","70.0","4","1.19","2016-09-16T14:07:48.000Z","","",""
"1","415","47.687636","13.076146","759.0","70.0","4","0.9","2016-09-16T14:07:49.000Z","","",""
"1","416","47.687583","13.076242","756.0","127.0","3.9","0.99","2016-09-16T14:07:56.000Z","","",""
"1","417","47.687575","13.076248","755.0","151.0","3.9","1.18","2016-09-16T14:07:57.000Z","","",""
"1","418","47.687514","13.076346","753.0","117.0","3.9","1.16","2016-09-16T14:08:05.000Z","","",""
"1","419","47.687508","13.076353","753.0","117.0","3.9","1.37","2016-09-16T14:08:06.000Z","","",""
"1","420","47.68744","13.076411","754.0","146.0","3.9","1.16","2016-09-16T14:08:16.000Z","","",""
"1","421","47.687427","13.076415","754.0","146.0","3.9","1.26","2016-09-16T14:08:17.000Z","","",""
"1","422","47.687364","13.076489","751.0","146.0","3.9","0.94","2016-09-16T14:08:24.000Z","","",""
"1","423","47.687356","13.076506","751.0","146.0","3.9","1.02","2016-09-16T14:08:25.000Z","","",""
"1","424","47.687292","13.076587","749.0","141.0","3.9","1.07","2016-09-16T14:08:32.000Z","","",""
"1","425","47.687286","13.076601","749.0","141.0","3.9","1.08","2016-09-16T14:08:33.000Z","","",""
"1","426","47.687221","13.07668","750.0","141.0","3.9","1.09","2016-09-16T14:08:42.000Z","","",""
"1","427","47.687216","13.076687","750.0","141.0","3.9","1.05","2016-09-16T14:08:43.000Z","","",""
"1","428","47.687147","13.076767","754.0","145.0","3.9","1.39","2016-09-16T14:08:51.000Z","","",""
"1","429","47.687139","13.076775","754.0","150.0","3.9","1.09","2016-09-16T14:08:52.000Z","","",""
"1","430","47.687058","13.076822","753.0","150.0","3.9","1.24","2016-09-16T14:09:00.000Z","","",""
"1","431","47.68705","13.07683","753.0","150.0","3.9","1.28","2016-09-16T14:09:01.000Z","","",""
"1","432","47.686975","13.076893","754.0","131.0","3.9","0.76","2016-09-16T14:09:12.000Z","","",""
